iter	Passed	Remaining
298	1106	2595
299	1110	2590
300	1113	2586
301	1117	2582
302	1121	2578
303	1124	2574
304	1128	2570
305	1131	2566
306	1135	2562
307	1138	2558
308	1142	2554
309	1145	2549
310	1148	2545
311	1152	2541
312	1155	2536
313	1159	2532
314	1162	2528
315	1166	2524
316	1169	2520
317	1173	2516
318	1176	2512
319	1180	2508
320	1184	2504
321	1188	2502
322	1191	2498
323	1195	2494
324	1198	2489
325	1202	2485
326	1206	2482
327	1209	2478
328	1213	2474
329	1216	2470
330	1220	2466
331	1223	2462
332	1227	2458
333	1231	2454
334	1234	2450
335	1238	2446
336	1241	2442
337	1245	2438
338	1248	2435
339	1252	2430
340	1255	2426
341	1259	2422
342	1262	2418
343	1266	2414
344	1270	2411
345	1273	2407
346	1277	2403
347	1280	2399
348	1284	2395
349	1287	2391
350	1291	2387
351	1294	2383
352	1298	2379
353	1303	2379
354	1307	2374
355	1310	2370
356	1314	2367
357	1318	2363
358	1322	2361
359	1327	2359
360	1330	2355
361	1334	2351
362	1337	2347
363	1341	2343
364	1344	2339
365	1347	2334
366	1351	2330
367	1354	2326
368	1358	2323
369	1361	2318
370	1365	2314
371	1368	2310
372	1372	2306
373	1375	2302
374	1378	2298
375	1382	2294
376	1385	2290
377	1389	2286
378	1393	2283
379	1396	2279
380	1400	2275
381	1404	2271
382	1407	2267
383	1411	2263
384	1414	2259
385	1418	2255
386	1421	2251
387	1424	2247
388	1428	2243
389	1432	2239
390	1435	2235
391	1439	2231
392	1442	2227
393	1445	2223
394	1449	2219
395	1453	2216
396	1456	2212
397	1459	2208
398	1463	2204
399	1466	2200
400	1470	2196
401	1473	2192
402	1477	2188
403	1480	2184
404	1484	2180
405	1487	2176
406	1491	2172
407	1495	2169
408	1498	2165
409	1502	2162
410	1506	2158
411	1509	2154
412	1513	2151
413	1517	2147
414	1520	2143
415	1524	2140
416	1528	2137
417	1532	2133
418	1536	2130
419	1540	2127
420	1544	2123
421	1548	2120
422	1551	2116
423	1555	2112
424	1558	2108
425	1562	2104
426	1565	2100
427	1568	2096
428	1572	2092
429	1575	2088
430	1579	2084
431	1582	2080
432	1586	2076
433	1589	2072
434	1593	2069
435	1596	2065
436	1600	2061
437	1603	2057
438	1606	2053
439	1610	2049
440	1613	2045
441	1617	2041
442	1620	2038
443	1624	2033
444	1627	2030
445	1631	2026
446	1634	2022
447	1638	2018
448	1641	2014
449	1644	2010
450	1648	2006
451	1651	2002
452	1655	1998
453	1658	1994
454	1662	1991
455	1665	1987
456	1669	1983
457	1673	1980
458	1677	1977
459	1681	1973
460	1684	1969
461	1688	1966
462	1691	1962
463	1695	1958
464	1699	1955
465	1702	1951
466	1706	1947
467	1710	1944
468	1713	1940
469	1717	1936
470	1721	1932
471	1724	1929
472	1727	1925
473	1731	1921
474	1734	1917
475	1738	1913
476	1741	1909
477	1745	1905
478	1748	1901
479	1751	1897
480	1755	1894
481	1758	1890
482	1762	1886
483	1765	1882
484	1769	1878
485	1773	1875
486	1776	1871
487	1779	1867
488	1783	1863
489	1786	1859
490	1790	1855
491	1793	1852
492	1797	1848
493	1800	1844
494	1804	1840
495	1807	1836
496	1811	1833
497	1814	1829
498	1818	1825
499	1821	1821
500	1824	1817
501	1828	1813
502	1831	1810
503	1835	1806
504	1838	1802
505	1842	1798
506	1845	1794
507	1849	1791
508	1852	1787
509	1856	1783
510	1859	1779
511	1863	1776
512	1866	1772
513	1870	1768
514	1873	1764
515	1877	1760
516	1880	1756
517	1884	1753
518	1887	1749
519	1891	1745
520	1894	1742
521	1898	1738
522	1901	1734
523	1905	1730
524	1908	1727
525	1912	1723
526	1915	1719
527	1919	1715
528	1922	1711
529	1926	1708
530	1929	1704
531	1932	1700
532	1936	1696
533	1939	1692
534	1943	1688
535	1946	1685
536	1950	1681
537	1953	1677
538	1957	1673
539	1960	1670
540	1964	1666
541	1967	1662
542	1970	1658
543	1974	1655
544	1977	1651
545	1981	1647
546	1984	1643
547	1988	1640
548	1992	1636
549	1995	1632
550	1998	1628
551	2002	1625
552	2006	1621
553	2009	1617
554	2012	1613
555	2016	1610
556	2019	1606
557	2023	1602
558	2026	1598
559	2030	1595
560	2033	1591
561	2036	1587
562	2040	1583
563	2043	1579
564	2047	1576
565	2050	1572
566	2053	1568
567	2057	1564
568	2060	1560
569	2064	1557
570	2067	1553
571	2071	1549
572	2074	1545
573	2077	1542
574	2081	1538
575	2084	1534
576	2088	1530
577	2091	1527
578	2095	1523
579	2098	1519
580	2102	1516
581	2105	1512
582	2109	1508
583	2112	1504
584	2116	1501
585	2119	1497
586	2123	1493
587	2126	1490
588	2129	1486
589	2133	1482
590	2136	1478
591	2140	1475
592	2143	1471
593	2147	1467
594	2151	1464
595	2154	1460
596	2158	1457
597	2162	1453
598	2166	1450
599	2170	1446
600	2173	1443
601	2177	1439
602	2180	1435
603	2184	1432
604	2188	1428
605	2192	1425
606	2195	1421
607	2198	1417
608	2202	1414
609	2206	1410
610	2209	1406
611	2212	1403
612	2216	1399
613	2220	1395
614	2223	1391
615	2226	1388
616	2230	1384
617	2234	1380
618	2237	1377
619	2240	1373
620	2244	1369
621	2248	1366
622	2251	1362
623	2255	1358
624	2258	1355
625	2262	1351
626	2265	1347
627	2269	1344
628	2272	1340
629	2276	1336
630	2279	1333
631	2283	1329
632	2286	1325
633	2290	1322
634	2293	1318
635	2296	1314
636	2300	1310
637	2303	1307
638	2307	1303
639	2310	1299
640	2314	1296
641	2317	1292
642	2321	1288
643	2324	1285
644	2328	1281
645	2331	1277
646	2335	1274
647	2339	1270
648	2343	1267
649	2347	1263
650	2350	1260
651	2354	1256
652	2357	1252
653	2361	1249
654	2364	1245
655	2368	1241
656	2371	1238
657	2375	1234
658	2378	1230
659	2382	1227
660	2385	1223
661	2389	1219
662	2392	1216
663	2396	1212
664	2399	1208
665	2402	1205
666	2406	1201
667	2409	1197
668	2413	1194
669	2416	1190
670	2420	1186
671	2424	1183
672	2427	1179
673	2431	1175
674	2434	1172
675	2438	1168
676	2442	1165
677	2445	1161
678	2448	1157
679	2452	1154
680	2455	1150
681	2459	1146
682	2462	1142
683	2465	1139
684	2469	1135
685	2473	1132
686	2476	1128
687	2480	1124
688	2483	1121
689	2487	1117
690	2490	1113
691	2494	1110
692	2497	1106
693	2500	1102
694	2504	1099
695	2507	1095
696	2511	1091
697	2515	1088
698	2518	1084
699	2522	1081
700	2525	1077
701	2529	1073
702	2532	1070
703	2536	1066
704	2539	1062
705	2542	1058
706	2546	1055
707	2549	1051
708	2553	1048
709	2557	1044
710	2560	1040
711	2563	1037
712	2567	1033
713	2570	1029
714	2574	1026
715	2577	1022
716	2581	1018
717	2584	1015
718	2588	1011
719	2591	1007
720	2595	1004
721	2599	1000
722	2602	997
723	2605	993
724	2609	989
725	2612	986
726	2616	982
727	2619	978
728	2623	975
729	2626	971
730	2629	967
731	2633	964
732	2636	960
733	2640	956
734	2643	953
735	2647	949
736	2650	946
737	2654	942
738	2658	938
739	2662	935
740	2666	931
741	2669	928
742	2672	924
743	2676	920
744	2680	917
745	2683	913
746	2687	910
747	2690	906
748	2693	902
749	2697	899
750	2700	895
751	2704	891
752	2708	888
753	2711	884
754	2715	881
755	2718	877
756	2722	873
757	2725	870
758	2729	866
759	2732	862
760	2736	859
761	2739	855
762	2743	852
763	2746	848
764	2750	844
765	2753	841
766	2756	837
767	2760	833
768	2763	830
769	2767	826
770	2770	823
771	2774	819
772	2777	815
773	2781	812
774	2784	808
775	2788	804
776	2792	801
777	2795	797
778	2799	794
779	2802	790
780	2806	787
781	2810	783
782	2813	779
783	2816	776
784	2820	772
785	2823	768
786	2827	765
787	2830	761
788	2834	757
789	2837	754
790	2841	750
791	2844	747
792	2847	743
793	2851	739
794	2854	736
795	2858	732
796	2862	728
797	2865	725
798	2868	721
799	2872	718
800	2876	714
801	2879	710
802	2882	707
803	2886	703
804	2889	700
805	2893	696
806	2896	692
807	2900	689
808	2904	685
809	2907	682
810	2911	678
811	2914	674
812	2917	671
813	2921	667
814	2924	663
815	2928	660
816	2931	656
817	2935	653
818	2938	649
819	2942	645
820	2945	642
821	2949	638
822	2952	634
823	2955	631
824	2959	627
825	2963	624
826	2966	620
827	2970	616
828	2973	613
829	2977	609
830	2980	606
831	2984	602
832	2987	599
833	2991	595
834	2995	591
835	2998	588
836	3001	584
837	3005	580
838	3009	577
839	3012	573
840	3016	570
841	3019	566
842	3023	563
843	3026	559
844	3030	555
845	3033	552
846	3036	548
847	3040	545
848	3044	541
849	3047	537
850	3051	534
851	3054	530
852	3058	527
853	3061	523
854	3065	519
855	3068	516
856	3071	512
857	3075	508
858	3078	505
859	3082	501
860	3085	498
861	3089	494
862	3092	490
863	3096	487
864	3099	483
865	3103	480
866	3106	476
867	3110	472
868	3113	469
869	3116	465
870	3120	462
871	3123	458
872	3127	454
873	3130	451
874	3134	447
875	3137	444
876	3141	440
877	3145	437
878	3148	433
879	3152	429
880	3156	426
881	3159	422
882	3163	419
883	3167	415
884	3170	411
885	3174	408
886	3177	404
887	3181	401
888	3184	397
889	3188	394
890	3191	390
891	3195	386
892	3198	383
893	3202	379
894	3205	376
895	3209	372
896	3212	368
897	3215	365
898	3219	361
899	3222	358
900	3226	354
901	3229	350
902	3233	347
903	3237	343
904	3240	340
905	3244	336
906	3247	333
907	3251	329
908	3254	325
909	3258	322
910	3261	318
911	3264	315
912	3268	311
913	3271	307
914	3275	304
915	3278	300
916	3282	297
917	3285	293
918	3289	289
919	3292	286
920	3295	282
921	3299	279
922	3303	275
923	3306	271
924	3310	268
925	3313	264
926	3317	261
927	3320	257
928	3324	254
929	3327	250
930	3330	246
931	3334	243
932	3337	239
933	3341	236
934	3344	232
935	3348	228
936	3351	225
937	3354	221
938	3358	218
939	3361	214
940	3365	211
941	3369	207
942	3372	203
943	3376	200
944	3379	196
945	3383	193
946	3387	189
947	3390	185
948	3393	182
949	3397	178
950	3401	175
951	3404	171
952	3408	168
953	3412	164
954	3416	160
955	3420	157
956	3424	153
957	3427	150
958	3431	146
959	3435	143
960	3438	139
961	3442	135
962	3445	132
963	3449	128
964	3453	125
965	3456	121
966	3459	118
967	3463	114
968	3466	110
969	3470	107
970	3473	103
971	3477	100
972	3480	96
973	3483	93
974	3487	89
975	3490	85
976	3494	82
977	3498	78
978	3501	75
979	3504	71
980	3508	67
981	3511	64
982	3515	60
983	3519	57
984	3522	53
985	3526	50
986	3529	46
987	3532	42
988	3536	39
989	3539	35
990	3543	32
991	3546	28
992	3550	25
993	3553	21
994	3557	17
995	3560	14
996	3564	10
997	3567	7
998	3571	3
999	3574	0
