iter	Logloss
0	0.5292126086
1	0.397309632
2	0.3048299012
3	0.2489657211
4	0.205706065
5	0.1761985437
6	0.1467825419
7	0.1248747743
8	0.109009468
9	0.09684811559
10	0.08791808914
11	0.08114884057
12	0.07569463403
13	0.07154943786
14	0.0682004219
15	0.06552000208
16	0.06363606963
17	0.06200196042
18	0.06042211891
19	0.05910473818
20	0.0580080961
21	0.0572732162
22	0.05654771712
23	0.05595884064
24	0.05533860206
25	0.05489957084
26	0.05442148795
27	0.05401763012
28	0.05368520715
29	0.05341179721
30	0.05317372554
31	0.05294028373
32	0.05280653546
33	0.0525975328
34	0.05233407273
35	0.05220741559
36	0.05207160189
37	0.05197145854
38	0.05185506424
39	0.05174153341
40	0.05158059844
41	0.05150065602
42	0.05143407154
43	0.05124517788
44	0.05120692893
45	0.05107733761
46	0.05097612229
47	0.05085740089
48	0.05081104562
49	0.05072530371
50	0.05067239983
51	0.05056546654
52	0.05048063077
53	0.050415029
54	0.05035874889
55	0.0503271302
56	0.05025057335
57	0.05022531882
58	0.05017058767
59	0.05012001902
60	0.05001766826
61	0.04995965455
62	0.0499294679
63	0.04990767305
64	0.04987357674
65	0.04985011519
66	0.04979464964
67	0.04973726261
68	0.04970064169
69	0.04964313255
70	0.04957881802
71	0.04956422615
72	0.04955197198
73	0.04950228452
74	0.04948807541
75	0.04946237415
76	0.0494503077
77	0.0493995066
78	0.04938943095
79	0.0493399859
80	0.04932023047
81	0.04930708149
82	0.04930072709
83	0.04926956018
84	0.04925202676
85	0.04921649124
86	0.0491244054
87	0.04909737431
88	0.04908179532
89	0.0490694432
90	0.04904763543
91	0.04900009712
92	0.04897917531
93	0.04897906131
94	0.04897906199
95	0.04895438696
96	0.04894305328
97	0.04891987321
98	0.04886765553
99	0.04882403593
100	0.04881587307
101	0.04878783886
102	0.048780748
103	0.04876137914
104	0.04876135834
105	0.04873907452
106	0.04871962603
107	0.048702749
108	0.04868786794
109	0.04864764964
110	0.04861135767
111	0.0486005902
112	0.04859146645
113	0.04854839159
114	0.0485234722
115	0.04847673169
116	0.04846582536
117	0.04846582536
118	0.04846573964
119	0.0484573236
120	0.04843478201
121	0.04841937074
122	0.04841412741
123	0.04837476404
124	0.04835668312
125	0.04832481681
126	0.04829734457
127	0.04828947188
128	0.04828946858
129	0.04823796703
130	0.04822745652
131	0.04822244967
132	0.0482163324
133	0.04821631604
134	0.04820329418
135	0.04820263914
136	0.04819412508
137	0.0481500532
138	0.04810228307
139	0.0480683971
140	0.04804415904
141	0.04803458457
142	0.04803015369
143	0.04803017109
144	0.04802473045
145	0.04797888235
146	0.04794410224
147	0.0479441147
148	0.04791568128
149	0.04788042762
150	0.04788043238
151	0.04785605507
152	0.04784965333
153	0.04784155507
154	0.04784158607
155	0.04783651133
156	0.04780011328
157	0.04779960484
158	0.04774623609
159	0.04774623275
160	0.04774650925
161	0.04773804431
162	0.04773804493
163	0.04773800436
164	0.04772897906
165	0.04771004063
166	0.04771004063
167	0.04770048597
168	0.04765172813
169	0.04763693312
170	0.04763700817
171	0.04763705936
172	0.04763706192
173	0.04762843365
174	0.04762842426
175	0.0476190182
176	0.04761902088
177	0.04761306538
178	0.0476048265
179	0.04760487053
180	0.04760195169
181	0.04760176547
182	0.0475865662
183	0.04757396753
184	0.04757387166
185	0.04755394406
186	0.04755394406
187	0.04755396323
188	0.0475424873
189	0.04753224546
190	0.04751041921
191	0.04750660369
192	0.0474951646
193	0.04749516179
194	0.04745495392
195	0.04745215549
196	0.04744996533
197	0.04744995776
198	0.04744994772
199	0.04744918222
200	0.04742718054
201	0.04742718293
202	0.04741266618
203	0.04739440688
204	0.04739268486
205	0.04737616722
206	0.04737615649
207	0.04737252789
208	0.047372454
209	0.04733938019
210	0.04732181425
211	0.04732181425
212	0.04731165683
213	0.047309813
214	0.04730980821
215	0.04730630784
216	0.04730627706
217	0.0472973143
218	0.04729583573
219	0.04729407021
220	0.04727933025
221	0.047273436
222	0.04727343393
223	0.04726903814
224	0.04725080978
225	0.04725083272
226	0.04724966052
227	0.04723898657
228	0.04722893881
229	0.04722893881
230	0.04722893448
231	0.0472000639
232	0.04718070142
233	0.04715780265
234	0.04715779315
235	0.04714651053
236	0.04714651053
237	0.04714528693
238	0.04714530093
239	0.04713012134
240	0.04712881715
241	0.0471100724
242	0.0471100724
243	0.04708446441
244	0.04708378413
245	0.04708277753
246	0.04704522227
247	0.04702654161
248	0.04700328548
249	0.04700327875
250	0.04700329481
251	0.04700327644
252	0.04697761528
253	0.04697727126
254	0.046974139
255	0.04695298008
