iter	Passed	Remaining
307	1271	2857
308	1275	2852
309	1279	2847
310	1282	2842
311	1286	2836
312	1290	2831
313	1293	2826
314	1297	2820
315	1300	2815
316	1304	2810
317	1307	2804
318	1311	2799
319	1314	2794
320	1318	2788
321	1322	2783
322	1325	2778
323	1329	2772
324	1332	2767
325	1336	2762
326	1339	2757
327	1343	2751
328	1346	2746
329	1350	2741
330	1354	2736
331	1357	2732
332	1361	2727
333	1365	2721
334	1368	2717
335	1372	2711
336	1375	2706
337	1379	2701
338	1383	2696
339	1386	2692
340	1390	2687
341	1394	2682
342	1397	2677
343	1401	2672
344	1404	2667
345	1408	2662
346	1412	2657
347	1415	2652
348	1419	2647
349	1422	2642
350	1426	2637
351	1430	2632
352	1433	2628
353	1437	2623
354	1441	2618
355	1444	2613
356	1448	2609
357	1452	2604
358	1456	2599
359	1459	2595
360	1463	2590
361	1466	2585
362	1470	2580
363	1473	2575
364	1477	2570
365	1481	2565
366	1484	2561
367	1488	2556
368	1491	2551
369	1495	2546
370	1499	2541
371	1502	2536
372	1506	2531
373	1509	2527
374	1513	2522
375	1516	2517
376	1520	2512
377	1524	2508
378	1527	2503
379	1531	2499
380	1535	2494
381	1538	2489
382	1542	2484
383	1545	2479
384	1549	2474
385	1552	2469
386	1556	2465
387	1559	2460
388	1563	2455
389	1567	2451
390	1571	2446
391	1574	2442
392	1578	2437
393	1581	2433
394	1585	2428
395	1589	2423
396	1592	2419
397	1596	2414
398	1600	2410
399	1603	2405
400	1607	2400
401	1611	2397
402	1615	2392
403	1618	2388
404	1622	2383
405	1626	2379
406	1629	2374
407	1633	2369
408	1636	2365
409	1640	2360
410	1643	2355
411	1647	2350
412	1650	2346
413	1654	2341
414	1657	2336
415	1661	2332
416	1665	2327
417	1668	2323
418	1672	2318
419	1675	2314
420	1679	2309
421	1682	2304
422	1686	2300
423	1689	2295
424	1693	2291
425	1697	2286
426	1701	2282
427	1704	2278
428	1708	2273
429	1712	2269
430	1715	2265
431	1719	2260
432	1722	2255
433	1726	2251
434	1729	2246
435	1733	2242
436	1736	2237
437	1740	2233
438	1744	2228
439	1747	2224
440	1751	2219
441	1754	2215
442	1758	2210
443	1762	2206
444	1765	2202
445	1769	2197
446	1772	2193
447	1776	2188
448	1780	2184
449	1783	2180
450	1787	2176
451	1791	2171
452	1795	2167
453	1799	2164
454	1804	2161
455	1808	2157
456	1811	2152
457	1815	2148
458	1818	2143
459	1822	2139
460	1826	2135
461	1829	2130
462	1833	2126
463	1836	2122
464	1840	2117
465	1843	2112
466	1847	2108
467	1851	2104
468	1854	2099
469	1858	2095
470	1861	2090
471	1865	2086
472	1868	2081
473	1872	2077
474	1875	2073
475	1879	2069
476	1883	2064
477	1886	2059
478	1889	2055
479	1892	2050
480	1895	2045
481	1898	2040
482	1901	2035
483	1905	2031
484	1908	2026
485	1911	2021
486	1914	2017
487	1918	2012
488	1921	2007
489	1924	2003
490	1927	1998
491	1930	1993
492	1934	1989
493	1937	1984
494	1940	1979
495	1943	1975
496	1947	1970
497	1950	1966
498	1953	1961
499	1957	1957
500	1960	1952
501	1963	1948
502	1967	1943
503	1970	1939
504	1973	1934
505	1976	1930
506	1980	1925
507	1983	1920
508	1986	1916
509	1989	1911
510	1993	1907
511	1996	1902
512	1999	1898
513	2002	1893
514	2006	1889
515	2009	1884
516	2012	1880
517	2015	1875
518	2018	1871
519	2022	1866
520	2025	1862
521	2028	1857
522	2032	1853
523	2035	1849
524	2039	1844
525	2042	1840
526	2045	1835
527	2048	1831
528	2051	1826
529	2055	1822
530	2058	1818
531	2061	1813
532	2065	1809
533	2068	1805
534	2071	1800
535	2075	1796
536	2078	1792
537	2081	1787
538	2084	1783
539	2088	1778
540	2091	1774
541	2094	1770
542	2097	1765
543	2101	1761
544	2104	1756
545	2107	1752
546	2111	1748
547	2114	1743
548	2117	1739
549	2120	1735
550	2124	1731
551	2127	1726
552	2130	1722
553	2134	1718
554	2137	1714
555	2141	1709
556	2144	1705
557	2147	1701
558	2151	1696
559	2154	1692
560	2157	1688
561	2160	1684
562	2164	1679
563	2167	1675
564	2171	1672
565	2175	1667
566	2178	1663
567	2181	1659
568	2185	1655
569	2188	1650
570	2191	1646
571	2195	1642
572	2198	1638
573	2202	1634
574	2205	1630
575	2209	1626
576	2212	1622
577	2216	1618
578	2220	1614
579	2223	1610
580	2226	1606
581	2230	1601
582	2233	1597
583	2237	1593
584	2241	1589
585	2244	1585
586	2248	1581
587	2251	1577
588	2255	1573
589	2258	1569
590	2262	1565
591	2265	1561
592	2269	1557
593	2272	1553
594	2276	1549
595	2279	1545
596	2283	1541
597	2286	1537
598	2290	1533
599	2293	1529
600	2297	1525
601	2301	1521
602	2304	1517
603	2308	1513
604	2311	1509
605	2315	1505
606	2318	1501
607	2322	1497
608	2325	1493
609	2328	1488
610	2332	1484
611	2336	1481
612	2339	1477
613	2343	1473
614	2347	1469
615	2350	1465
616	2353	1461
617	2357	1457
618	2360	1453
619	2364	1449
620	2367	1445
621	2371	1441
622	2374	1436
623	2378	1433
624	2381	1429
625	2385	1425
626	2388	1421
627	2392	1417
628	2395	1412
629	2398	1408
630	2402	1404
631	2405	1400
632	2409	1396
633	2412	1392
634	2416	1388
635	2419	1384
636	2423	1380
637	2426	1376
638	2430	1372
639	2433	1368
640	2437	1365
641	2440	1361
642	2444	1357
643	2447	1353
644	2451	1349
645	2454	1345
646	2458	1341
647	2461	1337
648	2465	1333
649	2468	1329
650	2472	1325
651	2475	1321
652	2479	1317
653	2482	1313
654	2486	1309
655	2489	1305
656	2493	1301
657	2496	1297
658	2500	1293
659	2503	1289
660	2507	1285
661	2510	1281
662	2514	1278
663	2518	1274
664	2521	1270
665	2525	1266
666	2528	1262
667	2532	1258
668	2535	1254
669	2538	1250
670	2542	1246
671	2546	1242
672	2549	1238
673	2553	1234
674	2556	1230
675	2559	1226
676	2563	1223
677	2567	1219
678	2570	1215
679	2574	1211
680	2577	1207
681	2581	1203
682	2584	1199
683	2588	1195
684	2591	1191
685	2595	1188
686	2599	1184
687	2602	1180
688	2606	1176
689	2609	1172
690	2613	1168
691	2616	1164
692	2620	1160
693	2623	1156
694	2627	1153
695	2630	1149
696	2634	1145
697	2638	1141
698	2641	1137
699	2645	1133
700	2648	1129
701	2652	1125
702	2655	1122
703	2659	1118
704	2663	1114
705	2666	1110
706	2670	1106
707	2673	1102
708	2677	1098
709	2680	1094
710	2684	1091
711	2687	1087
712	2691	1083
713	2694	1079
714	2697	1075
715	2701	1071
716	2705	1067
717	2708	1063
718	2712	1060
719	2715	1056
720	2719	1052
721	2722	1048
722	2726	1044
723	2730	1040
724	2733	1036
725	2737	1033
726	2740	1029
727	2743	1025
728	2747	1021
729	2750	1017
730	2754	1013
731	2758	1009
732	2761	1005
733	2764	1001
734	2768	998
735	2771	994
736	2775	990
737	2778	986
738	2782	982
739	2785	978
740	2789	974
741	2792	971
742	2796	967
743	2799	963
744	2803	959
745	2806	955
746	2810	951
747	2813	947
748	2817	944
749	2820	940
750	2824	936
751	2827	932
752	2831	928
753	2834	924
754	2838	920
755	2841	917
756	2845	913
757	2848	909
758	2852	905
759	2855	901
760	2859	897
761	2862	894
762	2866	890
763	2869	886
764	2873	882
765	2876	878
766	2880	874
767	2883	871
768	2886	867
769	2890	863
770	2894	859
771	2897	855
772	2901	851
773	2904	848
774	2908	844
775	2911	840
776	2914	836
777	2918	832
778	2922	828
779	2925	825
780	2928	821
781	2932	817
782	2935	813
783	2939	809
784	2943	806
785	2946	802
786	2950	798
787	2953	794
788	2957	790
789	2960	786
790	2964	783
791	2967	779
792	2971	775
793	2974	771
794	2978	767
795	2981	764
796	2985	760
797	2988	756
798	2992	752
799	2995	748
800	2999	745
801	3002	741
802	3006	737
803	3009	733
804	3013	729
805	3016	726
806	3020	722
807	3023	718
808	3026	714
809	3030	710
810	3033	707
811	3037	703
812	3040	699
813	3044	695
814	3047	691
815	3051	688
816	3054	684
817	3058	680
818	3062	676
819	3065	672
820	3069	669
821	3072	665
822	3076	661
823	3079	657
824	3082	653
825	3086	650
826	3089	646
827	3093	642
828	3097	638
829	3100	635
830	3104	631
831	3107	627
832	3111	623
833	3114	619
834	3118	616
835	3122	612
836	3125	608
837	3129	604
838	3132	601
839	3136	597
840	3139	593
841	3143	589
842	3146	586
843	3149	582
844	3153	578
845	3157	574
846	3161	570
847	3164	567
848	3167	563
849	3171	559
850	3174	555
851	3178	552
852	3182	548
853	3185	544
854	3189	540
855	3192	537
856	3196	533
857	3199	529
858	3203	525
859	3207	522
860	3210	518
861	3214	514
862	3217	510
863	3221	507
864	3224	503
865	3228	499
866	3231	495
867	3235	492
868	3239	488
869	3242	484
870	3246	480
871	3250	477
872	3253	473
873	3256	469
874	3260	465
875	3264	462
876	3267	458
877	3270	454
878	3274	450
879	3278	447
880	3281	443
881	3285	439
882	3288	435
883	3292	431
884	3295	428
885	3299	424
886	3302	420
887	3305	416
888	3309	413
889	3312	409
890	3316	405
891	3319	401
892	3323	398
893	3326	394
894	3330	390
895	3333	386
896	3337	383
897	3340	379
898	3343	375
899	3347	371
900	3350	368
901	3354	364
902	3357	360
903	3361	356
904	3365	353
905	3368	349
906	3372	345
907	3375	342
908	3379	338
909	3382	334
910	3385	330
911	3389	327
912	3392	323
913	3396	319
914	3399	315
915	3403	312
916	3406	308
917	3410	304
918	3413	300
919	3417	297
920	3420	293
921	3424	289
922	3427	285
923	3431	282
924	3434	278
925	3438	274
926	3442	271
927	3445	267
928	3449	263
929	3452	259
930	3455	256
931	3459	252
932	3463	248
933	3466	244
934	3470	241
935	3474	237
936	3477	233
937	3481	230
938	3484	226
939	3488	222
940	3491	218
941	3495	215
942	3499	211
943	3502	207
944	3506	204
945	3509	200
946	3513	196
947	3516	192
948	3520	189
949	3523	185
950	3527	181
951	3530	178
952	3534	174
953	3537	170
954	3541	166
955	3544	163
956	3548	159
957	3551	155
958	3555	152
959	3558	148
960	3562	144
961	3566	140
962	3569	137
963	3573	133
964	3576	129
965	3580	126
966	3584	122
967	3587	118
968	3591	114
969	3594	111
970	3598	107
971	3601	103
972	3605	100
973	3608	96
974	3611	92
975	3615	88
976	3618	85
977	3622	81
978	3625	77
979	3629	74
980	3632	70
981	3636	66
982	3639	62
983	3643	59
984	3646	55
985	3650	51
986	3653	48
987	3656	44
988	3660	40
989	3664	37
990	3667	33
991	3671	29
992	3675	25
993	3679	22
994	3682	18
995	3686	14
996	3690	11
997	3694	7
998	3698	3
999	3702	0
